############# ☆ Tactics Ogre de Endless Battle Vana Edition ☆ #############
#
#           _,ィ､ _r､__
#         .ﾍｰ  i｀/　｀i_         weapon list ver1.00
#      /ヾ、ヽ i /　　／ヽ        (last update : 2010/4/10)
#    ｨ､〉>  ￣￣　￣ ｀く_ゝ、
#   },>/ 　　　　 ､　　 ヽ_／ヽ   Modified by Clare Harmolare & Vana
#  ┌!/ /   ｉ「i ヽ  ヽ  ヽ  }
#   Ｙ /  l ハ | l l   l   ',_ゝ  Clare Harmolare - http://ogre.s1.xrea.com/
# 　｜｜  ﾊ/  ﾍl  ll   l    l     vana - http://www.usamimi.info/~antique/
#　 l ｜ /_    l   lﾍ  l    l     304 - naiyo-	!!!
#   l ｜//7ﾍ  　 テ=,Vl|    l
#　 ｜ V| Lﾉ  　 {_ ハト    |
# 　｜ ||    .        |ｿ    ﾘ
#    l |ヽ   ._      ｲ||   /
#　  ｜レl＼       ／ﾉ||　｜
#     l  レ ' -┬ '／ ﾚ 　｜
#
##--> Explanation
#
##--> 説明
#	"番号"=>"アビリティ名(0),必要AP(1),効果(2),説明(3)
#
#
#
#"1000a"=>",,",
"1108a"=>"グルーザの恩恵,99999,!A0108,水のオーブ使用時、消費MP+600　水のオーブが壊れない　デフグルーザ・プレイグルーザの効果時間2倍",
"1109a"=>"ハーネラの恩恵,99999,!A0109,風のオーブ使用時、消費MP+600　風のオーブが壊れない　デフハーネラ・プレイハーネラの効果時間2倍",
"1110a"=>"バーサの恩恵,99999,!A0110,大地のオーブ使用時、消費MP+600　大地のオーブが壊れない　デフバーサ・プレイバーサの効果時間2倍",
"1111a"=>"イシュタルの恩恵,99999,!A0111,光のオーブ使用時の効力1.5倍　消費MP+600　光のオーブが壊れない",
"1112a"=>"アスモデの恩恵,99999,!A0112,闇のオーブ使用時の効力1.5倍　消費MP+600　闇のオーブが壊れない",
"1113a"=>"コンバートHP,140000,!A0113,\能\動戦闘限定。戦闘終了時、Risk*300分HP回復",
"1114a"=>"コンバートMP,270000,!A0114,\能\動戦闘限定。戦闘終了時、被ダメージの0.3％分MP回復",
"1115a"=>"メンテナンス,500000,!A0115,ブレイク系効果を無効化します",
"1116a"=>"マナシールド,680000,!A0116,魔法・特殊で攻撃時、物理ダメージを20％軽減する　消費MP+10％",



);

